1629723600.0,50273.71000000,50279.69000000,50143.81000000,50205.01000000,379.62416300,1629724499999,19060599.18087575,12107,180.01008200,9038847.26933718,0
1629724500.0,50205.01000000,50237.65000000,50100.00000000,50193.14000000,446.52316200,1629725399999,22394588.25284825,11542,194.74307500,9767596.88316243,0
1629725400.0,50193.13000000,50273.85000000,50151.31000000,50212.33000000,368.76979000,1629726299999,18523156.30228447,10950,206.86672100,10391206.99850864,0
1629726300.0,50212.33000000,50249.47000000,50103.72000000,50163.15000000,337.03087600,1629727199999,16913348.23971597,10239,165.76605300,8319513.09586616,0
1629727200.0,50163.15000000,50218.73000000,50100.10000000,50218.72000000,418.03167700,1629728099999,20962319.63635487,12680,175.97531300,8824942.83689317,0
1629728100.0,50218.71000000,50331.27000000,50111.00000000,50111.00000000,433.87473800,1629728999999,21806532.94417124,14202,203.06364200,10206758.30711127,0
1629729000.0,50111.62000000,50117.84000000,49660.64000000,49816.78000000,1920.85295900,1629729899999,95695339.50745684,44240,836.88707800,41686171.84786669,0
1629729900.0,49816.77000000,49923.83000000,49693.00000000,49716.53000000,707.41274700,1629730799999,35236469.34201609,16985,343.15239900,17094844.63654441,0
1629730800.0,49716.54000000,49850.87000000,49547.00000000,49794.77000000,1021.51040300,1629731699999,50796034.97899542,40696,422.83545200,21026421.21209833,0
1629731700.0,49796.03000000,49904.01000000,49700.01000000,49729.06000000,476.14802100,1629732599999,23720265.41331479,31255,204.39832600,10184309.40125370,0
1629732600.0,49729.07000000,49739.29000000,49309.07000000,49575.06000000,1184.12517800,1629733499999,58650470.29014823,45079,483.89738700,23967243.39859763,0
1629733500.0,49575.06000000,49688.07000000,49501.00000000,49537.97000000,464.42206000,1629734399999,23029379.63026802,31378,219.64279200,10892102.13913767,0
1629734400.0,49536.85000000,49630.84000000,49441.58000000,49520.00000000,542.79691500,1629735299999,26892203.52052400,14320,275.43122200,13647172.91991911,0
1629735300.0,49519.99000000,49620.00000000,49483.05000000,49606.85000000,550.18862100,1629736199999,27271034.04706012,12900,325.81888900,16149349.63191275,0
1629736200.0,49606.85000000,49620.00000000,49451.80000000,49482.95000000,592.81496800,1629737099999,29377015.17682392,13952,210.96809200,10454996.94693322,0
1629737100.0,49482.95000000,49715.39000000,49345.67000000,49698.06000000,612.56126100,1629737999999,30310415.20978486,15603,317.36922700,15705193.29969004,0
1629738000.0,49698.07000000,49799.55000000,49615.49000000,49637.87000000,611.98731200,1629738899999,30417344.09766152,31537,336.90358300,16745829.37512410,0
1629738900.0,49637.87000000,49642.71000000,49508.00000000,49530.17000000,294.72632000,1629739799999,14610612.22823770,29806,130.72758000,6480614.89492125,0
1629739800.0,49530.17000000,49574.73000000,49452.00000000,49503.09000000,326.31274100,1629740699999,16154628.69021649,29162,157.39461900,7791859.26523239,0
1629740700.0,49503.08000000,49574.72000000,49400.00000000,49413.67000000,274.85926100,1629741599999,13603703.63392892,28548,122.20492600,6048590.42186883,0
1629741600.0,49413.67000000,49535.00000000,49371.27000000,49428.61000000,400.24167800,1629742499999,19787380.18503662,24630,191.32322800,9460013.97649293,0
1629742500.0,49428.61000000,49597.38000000,49380.79000000,49583.21000000,244.46069200,1629743399999,12096102.61051031,23642,147.11002500,7279410.03416520,0
1629743400.0,49583.22000000,49595.34000000,49520.00000000,49558.25000000,292.32578900,1629744299999,14486035.13684340,23476,145.13390600,7192117.19086598,0
1629744300.0,49558.25000000,49625.33000000,49405.57000000,49459.11000000,439.36391500,1629745199999,21747030.25013817,24968,185.87521000,9198777.23774106,0
1629745200.0,49459.10000000,49459.10000000,49109.64000000,49125.87000000,905.12402100,1629746099999,44581149.47074136,32898,379.27027200,18680870.62591622,0
1629746100.0,49125.87000000,49313.62000000,49077.00000000,49249.99000000,489.33424900,1629746999999,24077214.84856698,25387,258.08593300,12700037.82462492,0
1629747000.0,49249.99000000,49339.48000000,49179.11000000,49221.29000000,372.78989400,1629747899999,18356763.64670482,21316,195.16345800,9611646.74643671,0
1629747900.0,49221.28000000,49303.66000000,49173.99000000,49239.69000000,389.79427800,1629748799999,19195928.17037822,19753,225.86850300,11123570.52923450,0
1629748800.0,49240.01000000,49240.01000000,49029.00000000,49210.08000000,842.05328200,1629749699999,41358090.15544484,26955,463.21741200,22747546.44282638,0
1629749700.0,49210.08000000,49320.00000000,49180.95000000,49278.11000000,421.39220800,1629750599999,20757433.56301617,23300,232.20384900,11437885.23099571,0
1629750600.0,49278.11000000,49377.82000000,49213.55000000,49359.70000000,341.61233700,1629751499999,16831235.22347341,21383,176.92586700,8717244.47291426,0
1629751500.0,49359.71000000,49522.80000000,49290.13000000,49504.99000000,452.65474600,1629752399999,22367190.78252310,25686,237.88503900,11754731.69147523,0
1629752400.0,49505.00000000,49612.42000000,49406.27000000,49418.99000000,559.38071600,1629753299999,27701070.70992856,16067,251.13900800,12437852.96333814,0
1629753300.0,49419.00000000,49465.72000000,49334.19000000,49414.92000000,271.40942200,1629754199999,13410650.07552036,14433,126.32453000,6241916.35612103,0
1629754200.0,49414.92000000,49591.92000000,49383.68000000,49509.85000000,309.15019400,1629755099999,15304321.36158969,14933,174.24988800,8626268.43418545,0
1629755100.0,49509.89000000,49559.99000000,49459.00000000,49559.99000000,224.19574700,1629755999999,11096358.74321736,11484,115.26429600,5704639.45434399,0
1629756000.0,49559.99000000,49649.97000000,49390.73000000,49648.39000000,376.06859600,1629756899999,18614869.53864210,15916,160.83016400,7962470.53338503,0
